URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/composition-attestation-mode,5.0.0,active,"2.16.840.1.113883.4.642.1.234,2.16.840.1.113883.4.642.4.239,2.16.840.1.113883.4.642.2.120",CompositionAttestationMode,Composition Attestation Mode,"The way in which a person authenticated a composition.","ValueSet/composition-attestation-mode"
http://hl7.org/fhir/composition-status,5.0.0,active,"2.16.840.1.113883.4.642.4.242,2.16.840.1.113883.4.642.2.123,2.16.840.1.113883.4.642.1.237",CompositionStatus,Composition Status,"The workflow/clinical status of the composition.","ValueSet/composition-status"
http://hl7.org/fhir/contributor-role,5.0.0,active,"2.16.840.1.113883.4.642.4.1880",ContributorRole,Contributor Role,"Used to code the format of the display string.","ValueSet/contributor-role"
http://hl7.org/fhir/contributor-summary-source,5.0.0,active,"2.16.840.1.113883.4.642.4.1886",ContributorSummarySource,Contributor Summary Source,"Used to code the producer or rule for creating the display string.","ValueSet/contributor-summary-source"
http://hl7.org/fhir/contributor-summary-style,5.0.0,active,"2.16.840.1.113883.4.642.4.1882",ContributorSummaryStyle,Contributor Summary Style,"Used to code the format of the display string.","ValueSet/contributor-summary-style"
http://hl7.org/fhir/contributor-summary-type,5.0.0,active,"2.16.840.1.113883.4.642.4.1893",ContributorSummaryType,Contributor Summary Type,"Used to code author list statement, contributorship statement, and such.","ValueSet/contributor-summary-type"
http://hl7.org/fhir/days-of-week,5.0.0,active,"2.16.840.1.113883.4.642.4.513,2.16.840.1.113883.4.642.2.302,2.16.840.1.113883.4.642.1.507",DaysOfWeek,Days Of Week,"The days of the week.","ValueSet/days-of-week"
http://hl7.org/fhir/definition-method,5.0.0,active,"2.16.840.1.113883.4.642.4.1953",DefinitionMethod,Definition Method,"The method used to define, describe, or determine a characteristic value.","ValueSet/definition-method"
http://hl7.org/fhir/event-timing,5.0.0,active,"2.16.840.1.113883.4.642.1.76",EventTiming,EventTiming,"Real-world event relating to the schedule.","ValueSet/event-timing"
http://hl7.org/fhir/evidence-variable-event,5.0.0,active,"2.16.840.1.113883.4.642.4.1955",EvidenceVariableEvent,Evidence Variable Event,"The event used as a base point (reference point) in time.","ValueSet/evidence-variable-event"
http://hl7.org/fhir/fhir-types,5.0.0,active,"2.16.840.1.113883.4.642.4.1802",FHIRTypes,All FHIR Types,"One of the types defined as part of this version of FHIR.","ValueSet/participant-resource-types"
http://hl7.org/fhir/group-membership-basis,5.0.0,active,"2.16.840.1.113883.4.642.4.1962",GroupMembershipBasis,Group Membership Basis,"Basis for membership in a group","ValueSet/group-membership-basis"
http://hl7.org/fhir/group-type,5.0.0,active,"2.16.840.1.113883.4.642.2.156,2.16.840.1.113883.4.642.1.278,2.16.840.1.113883.4.642.4.285",GroupType,Group Type,"Types of resources that are part of group.","ValueSet/group-type"
http://hl7.org/fhir/http-verb,5.0.0,active,"2.16.840.1.113883.4.642.4.625,2.16.840.1.113883.4.642.2.329,2.16.840.1.113883.4.642.1.617",HTTPVerb,H T T P Verb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","ValueSet/http-verb"
http://hl7.org/fhir/identifier-use,5.0.0,active,"2.16.840.1.113883.4.642.1.58",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","ValueSet/identifier-use"
http://hl7.org/fhir/publication-status,5.0.0,active,"2.16.840.1.113883.4.642.4.4",PublicationStatus,PublicationStatus,"The lifecycle status of an artifact.","ValueSet/publication-status"
http://hl7.org/fhir/published-in-type,5.0.0,active,"2.16.840.1.113883.4.642.4.1887",PublishedInType,Published In Type,"The type of publication such as book, database, or journal.","ValueSet/published-in-type"
http://hl7.org/fhir/quantity-comparator,5.0.0,active,"2.16.840.1.113883.4.642.4.60",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","ValueSet/quantity-comparator"
http://hl7.org/fhir/related-artifact-type,5.0.0,draft,"2.16.840.1.113883.4.642.4.100",RelatedArtifactType,RelatedArtifactType,"The type of relationship to the related artifact.","ValueSet/related-artifact-type,ValueSet/related-artifact-type-all"
http://hl7.org/fhir/related-artifact-type-expanded,5.0.0,draft,"2.16.840.1.113883.4.642.4.1884",RelatedArtifactTypeExpanded,Related Artifact Type Expanded,"The type of relationship to the cited artifact.","ValueSet/related-artifact-type-all"
http://hl7.org/fhir/request-priority,5.0.0,draft,"2.16.840.1.113883.4.642.4.116",RequestPriority,RequestPriority,"Identifies the level of importance to be assigned to actioning the request.","ValueSet/request-priority"
http://hl7.org/fhir/search-entry-mode,5.0.0,active,"2.16.840.1.113883.4.642.1.615,2.16.840.1.113883.4.642.2.328,2.16.840.1.113883.4.642.4.623",SearchEntryMode,Search Entry Mode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","ValueSet/search-entry-mode"
http://hl7.org/fhir/statistic-model-code,5.0.0,active,"2.16.840.1.113883.4.642.4.1938",StatisticModelCode,Statistic Model Code,"The role that the assertion variable plays.","ValueSet/statistic-model-code"
http://hl7.org/fhir/study-design,5.0.0,active,,StudyDesign,Study Design,"This is a set of terms for study design characteristics.","ValueSet/study-design"
http://hl7.org/fhir/title-type,5.0.0,active,"2.16.840.1.113883.4.642.4.1875",TitleType,Title Type,"Used to express the reason and specific aspect for the variant title, such as language and specific language.","ValueSet/title-type"
http://hl7.org/fhir/uv/cpg/CodeSystem/cpg-common-persona,1.0.0,draft,,CPG_Common_Persona,CPG Common Personas,"Personas are the types of participants in the recommendations of a healthcare guideline, including practitioners, patients, nurses, community health workers, and care partners. The personas identified in this code system are defined based on the WHO recommendation for [Classifying health workers](https://www.who.int/hrh/statistics/Health_workers_classification.pdf). This recommendation uses codes from the [International Standard Classification for Occupations](http://www.ilo.org/public/english/bureau/stat/isco/index.htm) but defines several additional categories of health workers. In addition, the codes in that recommendation are focused on health workers, so codes for patient and care partner personas need to be considered as well. Where a code from the ISCO exists, it is used. Where a WHO recommended health worker category is used, a code is constructed beginning with a W. Where a code is introduced by this implementation guide, it is constructed beginning with a C. Note that the content is incomplete, pending a computable representation of the WHO recommendations.","ValueSet/cpg-common-persona"
http://hl7.org/fhir/uv/cpg/CodeSystem/cpg-common-process,1.0.0,draft,,CPG_Common_Process,CPG Common Process,"Common processes performed in providing guideline-based care, regardless of the specific guideline.","ValueSet/cpg-common-process"
http://hl7.org/fhir/uv/cpg/CodeSystem/cpg-knowledge-capability,1.0.0,draft,,CPG_Knowledge_Capability,CPG Knowledge Capability,"A capability afforded by a knowledge artifact.","ValueSet/cpg-knowledge-capability"
http://hl7.org/fhir/uv/cpg/CodeSystem/cpg-knowledge-representation-level,1.0.0,draft,,CPG_Knowledge_Representation_Level,CPG Knowledge Representation Level,"A knowledge representation level, narrative, semi-structured, structured, and executable","ValueSet/cpg-knowledge-representation-level"
http://hl7.org/fhir/variable-handling,5.0.0,active,"2.16.840.1.113883.4.642.4.1956",EvidenceVariableHandling,Evidence Variable Handling,"The handling of the variable in statistical analysis for exposures or outcomes (E.g. Dichotomous, Continuous, Descriptive).","ValueSet/variable-handling"
http://hl7.org/fhir/version-algorithm,5.0.0,active,"2.16.840.1.113883.4.642.4.1989",VersionAlgorithm,Version Algorithm,"Indicates the mechanism used to compare versions to determine which is more current.","ValueSet/version-algorithm"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/referenced-item-category,ValueSet/vs-assessment,ValueSet/vs-assessment-scales,ValueSet/observation-codes,ValueSet/doc-typecodes,ValueSet/doc-section-codes,ValueSet/vs-observations"
http://terminology.hl7.org/CodeSystem/action-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1246",ActionType,ActionType,"The type of action to be performed.","ValueSet/action-type"
http://terminology.hl7.org/CodeSystem/attribute-estimate-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1413",StatisticAttributeEstimateType,StatisticAttribute Estimate Type,"Method of reporting variability of estimates, such as confidence intervals, interquartile range or standard deviation.","ValueSet/attribute-estimate-type"
http://terminology.hl7.org/CodeSystem/common-tags,1.0.1,active,"2.16.840.1.113883.4.642.1.1067",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","ValueSet/common-tags"
http://terminology.hl7.org/CodeSystem/definition-topic,1.0.1,active,"2.16.840.1.113883.4.642.1.1244",DefinitionTopic,DefinitionTopic,"High-level categorization of the definition, used for searching, sorting, and filtering.","ValueSet/definition-topic"
http://terminology.hl7.org/CodeSystem/directness,2.0.0,draft,"2.16.840.1.113883.4.642.1.1459",EvidenceDirectness,EvidenceDirectness,"The quality of how direct the match is.","ValueSet/directness"
http://terminology.hl7.org/CodeSystem/dose-rate-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1069",DoseAndRateType,DoseAndRateType,"The kind of dose or rate specified.","ValueSet/dose-rate-type"
http://terminology.hl7.org/CodeSystem/evidence-quality,1.0.1,active,"2.16.840.1.113883.4.642.1.1267",QualityOfEvidenceRating,QualityOfEvidenceRating,"A rating system that describes the quality of evidence such as the GRADE, DynaMed, or Oxford CEBM systems.","ValueSet/evidence-quality"
http://terminology.hl7.org/CodeSystem/goal-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1097",GoalCategory,Goal category,"Codes for grouping goals to use for filtering or presentation.","ValueSet/goal-category"
http://terminology.hl7.org/CodeSystem/goal-priority,1.0.1,active,"2.16.840.1.113883.4.642.1.1096",GoalPriority,Goal priority,"Indicates the level of importance associated with reaching or sustaining a goal.","ValueSet/goal-priority"
http://terminology.hl7.org/CodeSystem/list-empty-reason,1.0.1,active,"2.16.840.1.113883.4.642.1.1106",ListEmptyReasons,List Empty Reasons,"General reasons for a list to be empty. Reasons are either related to a summary list (i.e. problem or medication list) or to a workflow related list (i.e. consultation list).","ValueSet/list-empty-reason"
http://terminology.hl7.org/CodeSystem/list-order,1.0.1,active,"2.16.840.1.113883.4.642.1.1107",ListOrderCodes,List Order Codes,"Base values for the order of the items in a list resource.","ValueSet/list-order"
http://terminology.hl7.org/CodeSystem/media-category,4.0.0,draft,"2.16.840.1.113883.4.642.1.326",DigitalMediaCategory,Digital Media Category,"Codes for high level media types - whether the media is an image, video, or audio.","ValueSet/referenced-item-category"
http://terminology.hl7.org/CodeSystem/plan-definition-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1245",PlanDefinitionType,PlanDefinitionType,"The type of PlanDefinition.","ValueSet/plan-definition-type"
http://terminology.hl7.org/CodeSystem/recommendation-strength,1.0.1,active,"2.16.840.1.113883.4.642.1.1268",StrengthOfRecommendationRating,StrengthOfRecommendationRating,"A rating system that describes the strength of the recommendation, such as the GRADE, DynaMed, or HGPS systems.","ValueSet/vs-rating-consensus,ValueSet/recommendation-strength"
http://terminology.hl7.org/CodeSystem/statistic-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1411",StatisticStatisticType,StatisticStatisticType,"The type of a specific statistic.","ValueSet/vs-relative-effect-type,ValueSet/vs-mean-difference-type,ValueSet/statistic-type"
http://terminology.hl7.org/CodeSystem/synthesis-type,4.3.0,draft,"2.16.840.1.113883.4.642.1.1348",SynthesisType,SynthesisType,"Types of combining results from a body of evidence (eg. summary data meta-analysis).","ValueSet/synthesis-type"
http://terminology.hl7.org/CodeSystem/timing-abbreviation,5.0.0,draft,,TimingAbbreviation,TimingAbbreviation,"Code for a known / defined timing pattern.","ValueSet/timing-abbreviation"
http://terminology.hl7.org/CodeSystem/usage-context-type,2.0.1,active,"2.16.840.1.113883.4.642.1.1068",UsageContextType,UsageContextType,"A code that specifies a type of context being specified by a usage context.","ValueSet/usage-context-type"
http://terminology.hl7.org/CodeSystem/v2-0203,4.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v3-ActCode,9.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActCode"
http://terminology.hl7.org/CodeSystem/v3-GTSAbbreviation,3.0.0,active,"2.16.840.1.113883.5.1022",GTSAbbreviation,GTSAbbreviation,"*Open Issue:* It appears that the printnames are suboptimal and should be improved for many of the existing codes.","ValueSet/timing-abbreviation"
http://terminology.hl7.org/CodeSystem/v3-ObservationValue,4.0.0,active,"2.16.840.1.113883.5.1063",ObservationValue,ObservationValue,"This code system covers all concepts of HL7-defined values for the Observation value element, when it has a coded datatype.","ValueSet/common-tags"
http://terminology.hl7.org/CodeSystem/v3-TimingEvent,3.0.0,active,"2.16.840.1.113883.5.139",TimingEvent,TimingEvent,"**** MISSING DESCRIPTION ****","ValueSet/event-timing"
http://terminology.hl7.org/CodeSystem/variable-role,2.0.0,active,"2.16.840.1.113883.4.642.1.1457",EvidenceVariableRole,EvidenceVariableRole,"The role that the assertion variable plays.","ValueSet/variable-role"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/units-of-time"
http://www.whocc.no/atc,2.0.1,active,"2.16.840.1.113883.6.73",WC,WHO ATC,"WHO ATC","ValueSet/vs-drugs"
https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir/CodeSystem/ceosys-cs-recommendation-strength,0.1.1,draft,,RecommendationStrengthCS,Recommendation Strength,"Strength of a clinical guideline recommendation.","ValueSet/ceosys-vs-recommendation-strength"
https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir/CodeSystem/cs-action-combination-method,0.1.0,draft,,ActionCombinationMethodCS,Action Combination Method,"Code system for the combination of actions in a PlanDefinition.","ValueSet/vs-action-combination-method"
https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir/CodeSystem/cs-clinical-importance,0.1.1,draft,,ClinicalImportance,Clinical Importance of Outcome,"Clinical Importance of Outcome","ValueSet/vs-rating-clinical-importance"
https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir/CodeSystem/cs-evidence-to-decision-certainty-rating,0.1.1,draft,,EvidenceToDecisionCertaintyRating,Evidence To Decision Certainty Rating,"GRADE Evidence to Decision (EtD) Framework Certainty Ratings","ValueSet/vs-rating-feasibility,ValueSet/vs-rating-preference-and-values,ValueSet/vs-rating-benefit-and-harms,ValueSet/vs-rating-equity,ValueSet/vs-rating-resources,ValueSet/vs-rating-acceptability"
https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir/CodeSystem/cs-guideline-stage-classification,0.1.1,active,,GuidelineStageClassification,Guideline Stage Classification,"As part of the project planning for the creation or updating of a guideline,     a decision should be made at an early stage about the planned level classification (""S classification"") according to the AWMF's system of rules (1-3).     The S-classification scheme of the AWMF differentiates between the classes S1 treatment recommendation as well as S2e, S2k and S3 guideline.     The ""S"" stands for the extent of the applied systematic approach in the development process of a guideline.     Each class thus stands for a specific methodological concept that must be presented in a way that is comprehensible to the users.     The choice of class is based on the question of how much effort is appropriate and feasible.     The need for legitimacy for the implementation of the guideline (convincing the target group) must be taken into account.     When choosing a higher S-classification in the context of updating a guideline, the adaptation to the corresponding methodology has to be considered.","ValueSet/vs-guideline-stage-classification"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages,ValueSet/all-languages"
urn:iso:std:iso:11073:10101,2.0.1,active,"2.16.840.1.113883.6.24",Mdc,ISO 11073-10101 Health informatics - Point-of-care,"The nomenclature relates primarily to vital signs monitoring, but also includes semantics of other medical devices that are commonly used in acute care settings. There are multiple coding partitions each of which has a systematic name consisting of a set of base concepts and differentiating criteria.","ValueSet/device-type"
urn:iso:std:iso:3166,1.0.1,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/jurisdiction"
urn:iso:std:iso:3166:-2,2013-11,retired,"1.0.3166.2",Iso3166_2,ISO 3166 Part 2 Country Subdivision Codes,"Identifies the coding system published in the ISO 3166-2 Standard for Country Subdivision codes. This standard is released periodically, and a new OID will be assigned by ISO for new editions.","ValueSet/jurisdiction"
