"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: FiveWs Pattern Mapping","Mapping: Object Implementation Information","Mapping: RIM Mapping"
"Evidence","Evidence","","","",0,*,"","","","null {[]} {[]}
","Single evidence bit","The Evidence Resource provides a machine-interpretable expression of an evidence concept including the evidence variables (e.g., population, exposures/interventions, comparators, outcomes, measured variables, confounding variables), the statistics, and the certainty of this evidence.","","","","","","","","","",,,,,"",,,,"Evidence",0,*,"","cnl-0:Name should be usable as an identifier for the module by machine processing applications such as code generation {name.exists() implies name.matches('^[A-Z]([A-Za-z0-9_]){1,254}$')}
","conformance.behavior,clinical.general"
"Evidence.version","Evidence.version","","","",0,1,"","","Y","string {[]} {[]}
","Business version of this summary","The identifier that is used to identify this version of the summary when it is referenced in a specification, model, design or instance. This is an arbitrary value managed by the summary author and is not expected to be globally unique. For example, it might be a timestamp (e.g. yyyymmdd) if a managed version is not available. There is also no expectation that versions can be placed in a lexicographical sequence.","The determination of when to create a new version of a resource (same url, new version) vs. defining a new artifact is up to the author. Considerations for making this decision are found in Technical and Business Versions.","","","","","","","","",,,,,"",,,,"Evidence.version",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.version"
"Evidence.versionAlgorithm[x]","Evidence.versionAlgorithm[x]","","","",0,1,"","","Y","string {[]} {[]}
Coding {[]} {[]}","How to compare versions","Indicates the mechanism used to compare versions to determine which is more current.","If set as a string, this is a FHIRPath expression that has two additional context variables passed in - %version1 and %version2 and will return a negative number if version1 is newer, a positive number if version2 is newer, and a 0 if the version ordering can't successfully be determined.","","","","","","","","",,"extensible","","http://hl7.org/fhir/ValueSet/version-algorithm","",,,,"Evidence.versionAlgorithm[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.name","Evidence.name","","","",1,1,"","","","string {[]} {[]}
","Name for this summary (machine friendly)","A natural language name identifying the evidence. This name should be usable as an identifier for the module by machine processing applications such as code generation.","The name is not expected to be globally unique. The name should be a simple alphanumeric type name to ensure that it is machine-processing friendly.","","","","","","","","",,,,,"",,,,"Evidence.name",0,1,"cnl-0
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.title","Evidence.title","","","",0,1,"","","Y","string {[]} {[]}
","Name for this summary (human friendly)","A short, descriptive, user-friendly title for the summary.","","","","","","","","","",,,,,"",,,,"Evidence.title",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.citeAs[x]","Evidence.citeAs[x]","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Citation]]}
markdown {[]} {[]}","Citation for this evidence","Citation Resource or display of suggested citation for this evidence.","","","","","","","","","",,,,,"",,,,"Evidence.citeAs[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.status","Evidence.status","","","",1,1,"","Y","Y","code {[]} {[]}
","draft | active | retired | unknown","The status of this summary. Enables tracking the life-cycle of the content.","Allows filtering of summarys s that are appropriate for use versus not.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,"required","The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status|5.0.0","",,,,"Evidence.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.status"
"Evidence.experimental","Evidence.experimental","","","",0,1,"","","","boolean {[]} {[]}
","For testing purposes, not real usage","A Boolean value to indicate that this resource is authored for testing purposes (or education/evaluation/marketing) and is not intended to be used for genuine usage.","","","","If absent, this resource is treated as though it is not experimental.","","","","","",,,,,"",,,,"Evidence.experimental",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.date","Evidence.date","","Revision Date
","",0,1,"","","Y","dateTime {[]} {[]}
","Date last changed","The date  (and optionally time) when the summary was last significantly changed. The date must change when the business version changes and it must change if the status code changes. In addition, it should change when the substantive content of the summary changes.","The date is often not tracked until the resource is published, but may be present on draft content. Note that this is not the same as the resource last-modified-date, since the resource may be a secondary representation of the summary. Additional specific dates may be added as extensions or be found by consulting Provenances associated with past versions of the resource.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Evidence.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.recorded"
"Evidence.approvalDate","Evidence.approvalDate","","","",0,1,"","","","date {[]} {[]}
","When the summary was approved by publisher","The date on which the resource content was approved by the publisher. Approval happens once when the content is officially approved for usage.","The 'date' element may be more recent than the approval date because of minor changes or editorial corrections.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Evidence.approvalDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","no-gen-base"
"Evidence.lastReviewDate","Evidence.lastReviewDate","","","",0,1,"","","","date {[]} {[]}
","When the summary was last reviewed by the publisher","The date on which the resource content was last reviewed. Review happens periodically after approval but does not change the original approval date.","If specified, this date follows the original approval date.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","Gives a sense of how ""current"" the content is.  Resources that have not been reviewed in a long time may have a risk of being less appropriate/relevant.","","","","","","","",,,,,"",,,,"Evidence.lastReviewDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","no-gen-base"
"Evidence.publisher","Evidence.publisher","","","",0,1,"","","Y","string {[]} {[]}
","Name of the publisher/steward (organization or individual)","The name of the organization or individual responsible for the release and ongoing maintenance of the evidence.","Usually an organization but may be an individual. The publisher (or steward) of the evidence is the organization or individual primarily responsible for the maintenance and upkeep of the evidence. This is not necessarily the same individual or organization that developed and initially authored the content. The publisher is the primary point of contact for questions or issues with the evidence. This item SHOULD be populated unless the information is available from context.","Helps establish the ""authority/credibility"" of the evidence.  May also allow for contact.","","","","","","","",,,,,"",,,,"Evidence.publisher",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.witness"
"Evidence.contact","Evidence.contact","","","",0,*,"","","Y","ContactDetail {[]} {[]}
","Contact details for the publisher","Contact details to assist a user in finding and communicating with the publisher.","Extensions to ContactDetail include: contactReference, contactAddress, and contributionTime (see [Clinical Reasoning Module](http://hl7.org/fhir/R5/clinicalreasoning-module.html)).

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Evidence.contact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.author","Evidence.author","","","",0,*,"","","Y","ContactDetail {[]} {[]}
","Who authored the content","An individiual, organization, or device primarily involved in the creation and maintenance of the content.","Extensions to ContactDetail include: contactReference, contactAddress, and contributionTime (see [Clinical Reasoning Module](http://hl7.org/fhir/R5/clinicalreasoning-module.html)).","","","","","","","","",,,,,"",,,,"Evidence.author",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.editor","Evidence.editor","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who edited the content","An individiual, organization, or device primarily responsible for internal coherence of the content.","Extensions to ContactDetail include: contactReference, contactAddress, and contributionTime (see [Clinical Reasoning Module](http://hl7.org/fhir/R5/clinicalreasoning-module.html)).","","","","","","","","",,,,,"",,,,"Evidence.editor",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.reviewer","Evidence.reviewer","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who reviewed the content","An individiual, organization, or device primarily responsible for review of some aspect of the content.","Extensions to ContactDetail include: contactReference, contactAddress, and contributionTime (see [Clinical Reasoning Module](http://hl7.org/fhir/R5/clinicalreasoning-module.html)).

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Evidence.reviewer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.endorser","Evidence.endorser","","","",0,*,"","","Y","ContactDetail {[]} {[]}
","Who endorsed the content","An individiual, organization, or device responsible for officially endorsing the content for use in some setting.","Extensions to ContactDetail include: contactReference, contactAddress, and contributionTime (see [Clinical Reasoning Module](http://hl7.org/fhir/R5/clinicalreasoning-module.html)).

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Evidence.endorser",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.useContext","Evidence.useContext","","","",0,*,"","","Y","UsageContext {[]} {[]}
","The context that the content is intended to support","The content was developed with a focus and intent of supporting the contexts that are listed. These contexts may be general categories (gender, age, ...) or may be references to specific programs (insurance plans, studies, ...) and may be used to assist with indexing and searching for appropriate evidence instances.","When multiple useContexts are specified, there is no expectation that all or any of the contexts apply.","Assist in searching for appropriate content.","","","","","","","",,,,,"",,,,"Evidence.useContext",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.purpose","Evidence.purpose","","","",0,1,"","","","markdown {[]} {[]}
","Why this Evidence is defined","Explanation of why this Evidence is needed and why it has been designed as it has.","This element does not describe the usage of the Evidence. Instead, it provides traceability of ''why'' the resource is either needed or ''why'' it is defined as it is. This may be used to point to source materials or specifications that drove the structure of this Evidence.","","","","","","","","",,,,,"",,,,"Evidence.purpose",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.why[x]","no-gen-base"
"Evidence.copyright","Evidence.copyright","","License
Restrictions","",0,1,"","","","markdown {[]} {[]}
","Use and/or publishing restrictions","A copyright statement relating to the Evidence and/or its contents. Copyright statements are generally legal restrictions on the use and publishing of the Evidence.","The short copyright declaration (e.g. (c) '2015+ xyz organization' should be sent in the copyrightLabel element.","Consumers must be able to determine any legal restrictions on the use of the Evidence and/or its content.","","","","","","","",,,,,"",,,,"Evidence.copyright",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","no-gen-base"
"Evidence.copyrightLabel","Evidence.copyrightLabel","","","",0,1,"","","","string {[]} {[]}
","Copyright holder and year(s)","A short string (<50 characters), suitable for inclusion in a page footer that identifies the copyright holder, effective period, and optionally whether rights are resctricted. (e.g. 'All rights reserved', 'Some rights reserved').","The (c) symbol should NOT be included in this string. It will be added by software when rendering the notation. Full details about licensing, restrictions, warrantees, etc. goes in the more general 'copyright' element.","Defines the content expected to be rendered in all representations of the artifact.","","","","","","","",,,,,"",,,,"Evidence.copyrightLabel",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact","Evidence.relatedArtifact","","","",1,*,"Y","","","RelatedArtifact {[]} {[]}
","Link or citation to artifact associated with the summary","Link or citation to artifact associated with the summary.","","","","","","","","","",,,,,"","pattern:type}
","",,"open","Evidence.relatedArtifact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation","Evidence.relatedArtifact","studyCitation","","",1,*,"Y","","","RelatedArtifact {[]} {[]}
","Link or citation to artifact associated with the summary","Link or citation to artifact associated with the summary.","","","","","","","","","",,,,,"",,,,"Evidence.relatedArtifact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation.id","Evidence.relatedArtifact.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"Evidence.relatedArtifact:studyCitation.extension","Evidence.relatedArtifact.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Evidence.relatedArtifact:studyCitation.type","Evidence.relatedArtifact.type","","","",1,1,"","","Y","code {[]} {[]}
","documentation | justification | citation | predecessor | successor | derived-from | depends-on | composed-of | part-of | amends | amended-with | appends | appended-with | cites | cited-by | comments-on | comment-in | contains | contained-in | corrects | correction-in | replaces | replaced-with | retracts | retracted-by | signs | similar-to | supports | supported-with | transforms | transformed-into | transformed-with | documents | specification-of | created-with | cite-as","The type of relationship to the related artifact.","The presence of both sides of a relationship type (e.g. successor and predecessor) is required to support use cases where one side of a relationship is not represented in FHIR. However, this feature SHALL NOT be used to create bi-directional resource links in FHIR instances. Specifically, following the methodology of ""new points to old"" and ""many points to one"", when using related artifact elements to describe and reference FHIR resources, the type element SHALL be drawn from the fhir-related-artifact-type ValueSet.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""citation""/>","","","",,"required","The type of relationship to the related artifact.","http://hl7.org/fhir/ValueSet/related-artifact-type|5.0.0","",,,,"RelatedArtifact.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation.classifier","Evidence.relatedArtifact.classifier","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Additional classifiers","Provides additional classifiers of the related artifact.","","","","","","","","","",,"example","Additional classifiers for the related artifact.","http://hl7.org/fhir/ValueSet/citation-artifact-classifier","",,,,"RelatedArtifact.classifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation.label","Evidence.relatedArtifact.label","","","",0,1,"","","Y","string {[]} {[]}
","Short label","A short label that can be used to reference the citation from elsewhere in the containing artifact, such as a footnote index.","","","","","","","","","",,,,,"",,,,"RelatedArtifact.label",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation.display","Evidence.relatedArtifact.display","","","",0,1,"","","Y","string {[]} {[]}
","Brief description of the related artifact","A brief description of the document or knowledge resource being referenced, suitable for display to a consumer.","","","","","","","","","",,,,,"",,,,"RelatedArtifact.display",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation.citation","Evidence.relatedArtifact.citation","","","",0,1,"","","Y","markdown {[]} {[]}
","Bibliographic citation for the artifact","A bibliographic citation for the related artifact. This text SHOULD be formatted according to an accepted citation format.","Additional structured information about citations should be captured as extensions.","","","","","","","","",,,,,"",,,,"RelatedArtifact.citation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation.document","Evidence.relatedArtifact.document","","","",0,1,"","","Y","Attachment {[]} {[]}
","What document is being referenced","The document being referenced, represented as an attachment. This is exclusive with the resource element.","","","","","","","","","",,,,,"",,,,"RelatedArtifact.document",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation.resource","Evidence.relatedArtifact.resource","","","",0,1,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","What artifact is being referenced","The related artifact, such as a library, value set, profile, or other knowledge resource.","If the type is predecessor, this is a reference to the succeeding knowledge resource. If the type is successor, this is a reference to the prior knowledge resource.","","","","","","","","",,,,,"",,,,"RelatedArtifact.resource",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation.resourceReference","Evidence.relatedArtifact.resourceReference","","","",1,1,"Y","","Y","Reference {[]} {[CanonicalType[https://www.netzwerk-universitaetsmedizin.de/fhir/cpg-on-ebm-on-fhir/StructureDefinition/study-citation]]}
","What artifact, if not a conformance resource","The related artifact, if the artifact is not a canonical resource, or a resource reference to a canonical resource.","If both resource and resourceReference are present, they SHOULD be consistent and reference the same resource. Although relatedArtifact is intended to support references to definitional resources, there are cases where non-definitional resources can be definitional (such as Location where the kind is mode). Related artifacts SHOULD be used to reference definitional resources, and profiles SHOULD be used to make that explicit for particular use cases.","","","","","","","","",,,,,"",,,,"RelatedArtifact.resourceReference",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation.publicationStatus","Evidence.relatedArtifact.publicationStatus","","","",0,1,"","","Y","code {[]} {[]}
","draft | active | retired | unknown","The publication status of the artifact being referred to.","","","","","","","","","",,"required","Publication status of an artifact being referred to.","http://hl7.org/fhir/ValueSet/publication-status|5.0.0","",,,,"RelatedArtifact.publicationStatus",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.relatedArtifact:studyCitation.publicationDate","Evidence.relatedArtifact.publicationDate","","","",0,1,"","","Y","date {[]} {[]}
","Date of publication of the artifact being referred to","The date of publication of the artifact being referred to.","","","","","","","","","",,,,,"",,,,"RelatedArtifact.publicationDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.description","Evidence.description","","","",0,1,"","","","markdown {[]} {[]}
","Description of the particular summary","A free text natural language description of the evidence from a consumer's perspective.","This description can be used to capture details such as comments about misuse, instructions for clinical use and interpretation, literature references, examples from the paper world, etc. It is not a rendering of the evidence as conveyed in the 'text' field of the resource itself. This item SHOULD be populated unless the information is available from context (e.g. the language of the evidence is presumed to be the predominant language in the place the evidence was created).","","","","","","","","",,,,,"",,,,"Evidence.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.assertion","Evidence.assertion","","","",0,1,"","","","markdown {[]} {[]}
","Declarative description of the Evidence","Declarative description of the Evidence.","","","","","","","","","",,,,,"",,,,"Evidence.assertion",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.note","Evidence.note","","","",0,*,"","","","Annotation {[]} {[]}
","Footnotes and/or explanatory notes","Footnotes and/or explanatory notes.","","","","","","","","","",,,,,"",,,,"Evidence.note",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.variableDefinition","Evidence.variableDefinition","","","",2,*,"","","","BackboneElement {[]} {[]}
","Evidence variable such as population, exposure, or outcome","Evidence variable such as population, exposure, or outcome.","","","","","","","","","",,,,,"","value:variableRole}
","",,"open","Evidence.variableDefinition",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Evidence.variableDefinition.id","Evidence.variableDefinition.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
